Experimento 1
n-random	VectorInsertion[ns]	ArrayInsertion[ns]
502995	6185332	2211811
504887	5981030	2178812
505187	7089137	2178911
506004	7167837	2260211
506139	5971831	2264611
508518	5973731	2264711
514673	6950835	1888210
517174	7099336	2272212
520852	6717035	2616613
521064	6849335	3129316
525297	10095652	1539107
528871	10172352	1558008
530092	9623649	1564408
531674	9783050	1672709
532330	9760850	2306912
532683	11234358	1572308
533856	9668650	1537908
534610	9831350	1561808
536017	10672254	1766309
541896	8596344	1626809
550065	10215352	1668109
552345	10668254	1756009
552581	9587248	1669209
553184	11271457	1736809
556893	9406847	1660609
557372	9197447	1691508
557439	11631859	1633008
559955	9816350	1687208
561233	9777250	2760714
565075	9755550	1690609
566145	9454948	1686708
566760	11538459	1867109
570596	11205558	2575913
575106	14437973	1831310
586045	9856950	2526013
586255	11483659	1763509
590993	11401358	1792109
591369	10938956	1737108
597358	12900965	1893909
601954	9681849	2627913
608170	11529459	2252211
610392	10845256	1815809
613580	10336652	2382713
617997	10251152	1836009
619383	10106852	1815409
625713	10422253	2425012
633643	11031056	1996910
636985	10551354	1975010
642267	10039851	3047416
646016	10452554	2493012
647123	10565054	1921410
647860	10987056	1923210
651272	10427553	1925410
652986	11851360	2680014
653198	10700455	2895514
654697	9397548	2825415
654928	10783055	1931110
656886	10611054	1927510
658270	10718055	1945710
661643	9992451	6874235
662080	9794650	2946215
662756	10434953	2914815
663538	10449153	2858614
666602	10265052	2928915
667928	13609370	3119615
668882	11024856	2112211
669036	9935051	3072115
669755	14234973	2939215
675964	13383969	2894214
676579	10492653	1996210
678666	10380153	2638214
681190	10996656	2121911
682913	10379153	3016815
684974	10651054	2014410
685725	10510453	2957416
687813	11704659	2049711
689054	10227452	3115216
694533	10865056	2659713
694851	11247957	2225312
696456	15258278	2064410
696934	11518059	2760414
698650	11945461	3138216
700506	10716755	3011615
700776	15490479	2235711
704557	10559754	3095815
714057	11908661	2130211
717537	12704765	2227412
718391	11380758	3461618
719897	10100751	3184417
722652	12385663	2225812
725280	11117257	2841915
727187	10160252	3114016
728486	14667075	3337417
729604	12444864	3594718
733134	11144157	2201011
735559	11137557	3353417
735565	11553759	2199911
742175	11314558	2945515
746829	11330857	2911815
747382	10547254	3044416
749412	10781755	3348617
749581	11808160	5399128
755238	10721055	2238111
760313	11303558	2251011
764613	13150667	3158416
765810	12047161	2275712
765883	10560053	3314817
767282	12335463	3448617
768356	11737460	3073016
771730	11859161	3001215
774913	10650755	3053515
774937	11386858	3372617
776965	10631254	2296812
779915	10637954	2304812
780805	11194657	4581624
781430	10785355	3356817
783623	11074056	3059816
785612	12136662	3549218
786637	12115661	2369812
788712	11959861	2310011
799339	11421858	3491518
799690	12506664	4760424
800245	11629059	3453818
800827	12159363	2401412
808107	11158057	3177317
810364	13517968	2397612
810581	11823160	3235916
810648	12736165	3295217
811424	11553759	3278417
816875	13049467	2454412
818258	12595665	4497123
823114	13001766	2440713
825278	12789365	3289917
825502	11780160	3622219
832846	12527864	3372817
836824	12639265	2620713
838427	12102662	3225616
839234	12012261	3329517
841722	12263962	4155822
846358	12995467	2515612
849119	11616759	3370517
851706	11612359	3362817
856642	12127762	3374917
857990	12446664	3734619
858123	12427663	3674819
860096	12515263	2589114
860751	12589064	3529818
862417	12570264	3996321
863998	12103762	3727419
864355	12146962	3435617
864508	12663264	3942520
865962	12544564	2577913
866139	14461874	2790514
866369	11705960	3369417
867651	12394564	3438917
871733	12567764	3878220
873179	12611764	3515818
873774	12624164	3423618
880317	12149962	2581013
882558	11601859	3528818
884762	13661570	3705419
889501	12878066	3503618
891910	13400169	2660713
894382	16990787	3569218
897812	13846971	3609918
899950	12237662	3966420
906686	13181067	2624014
910953	14035172	3626318
911715	13103067	4904125
915489	12817566	3616918
919312	13006067	3972920
919626	13621569	2798115
922079	13869871	2811714
927743	12904366	4024620
929238	13597870	3814819
930548	13914871	2773214
933400	13929671	3956121
933804	13281468	3718619
934959	13648770	2724614
940719	13612369	11863661
942429	14295973	4261721
944652	13319767	3751220
944665	15216777	3062416
945768	14713075	2889815
952825	14935076	3804719
957374	13648369	3748219
962063	12978767	4190221
962194	13633769	3835420
965548	12794965	5040326
967725	12580164	3851420
975365	13365268	3953920
976097	14054472	3904420
978407	12849265	4030921
979613	12801565	3997721
989250	14171773	2929715
989545	12949366	3958920
992105	13727870	3981420
995391	14042172	4012221
995782	14112272	4312222
996864	14049471	3973921
997714	12797366	4021720
998285	13720270	4294821
