Experimento 2
n-random	VectorInsertion[ns]	ArrayInsertion[ns]
464602	6296632	2023910
470704	5714729	2321911
476870	6370632	2127611
482264	6751535	2085210
488986	7082436	2146311
497178	6597534	2168511
498811	6587833	2213812
501334	6027431	2195611
503551	7068836	2193011
506121	6732734	2259912
509859	7091636	2181912
510969	7088036	2275212
513448	6714335	2251511
513810	7337237	2233312
514702	6058731	2292112
516034	6801735	2265012
516257	6043231	1994710
520839	6136331	2204711
521453	6086931	2293312
523464	7428038	2332011
525345	8723245	1517708
525615	8527043	1552508
528516	9495148	1744009
529377	9514148	1530008
531823	9605349	1528808
534139	9883551	1582308
535208	9343148	1613708
538386	8717945	1696009
541967	9367447	1621509
543486	8684445	1647908
544782	9355748	1664008
549670	8399043	1643909
551867	9474448	1670909
557268	9970351	1670609
561075	9262347	2432412
564588	8516343	1662209
567609	9505948	2555213
567907	9644850	1740709
569953	10091452	1700509
570309	9626549	1689209
572197	9342148	1686108
572342	10047651	1725109
572593	9811950	1701409
574466	12132962	2736614
574901	9662449	1685109
575139	9290647	2572413
575449	9409948	1678409
578612	9046546	1713309
580793	9344947	2401512
589377	10130352	1766409
593944	9109946	2658014
603562	9450548	2247412
604555	10269752	1798210
606857	10801855	1813710
606861	10478553	1770309
610974	9402148	1810209
611831	10117452	1899510
614761	10449553	1841610
616965	10413953	1829709
617557	9413148	1819909
618874	9616149	2704314
619312	10063652	2742314
621441	10174852	2779914
621882	9077846	2717514
623344	9950451	2765914
623806	10120451	2746014
625267	9865351	1824709
633399	11046656	1839610
636002	10434453	1886810
642696	10567854	2510213
657493	10498053	1973610
659789	10780955	1946310
663292	10961956	1971410
664284	10274153	2886714
671207	10442953	2883215
673948	11916061	2802214
674966	10732154	1995511
675119	10688654	2587813
676870	11017356	2005110
680088	10766554	2618314
686147	10187852	2727514
688683	10543654	3078315
689899	10940456	2028810
691151	11120057	2052710
691300	10912055	2033211
697078	11484958	2218612
697835	11365458	2089411
698107	11119657	2064611
705899	10719055	2077110
706899	11315058	3088415
707741	11023156	2755714
708332	11433159	2079210
710354	10004051	3225017
711762	11015157	2106810
712003	11257157	2122711
712233	10633754	3179416
714999	11307057	2134911
721453	11403158	2116011
721906	10821956	7192036
722055	11394358	2115110
722628	10548254	3165116
727487	10105452	3159416
730209	10780055	2140111
735545	11287658	2157711
735735	10477553	2191311
739353	11200757	3280616
740287	11625359	2192812
747787	10453753	2309212
756809	11692060	3003015
760574	10986256	3027615
765279	10474054	3412217
765818	11795860	2278311
767628	11499258	2343412
773545	10639354	3390817
774353	11234057	3350717
778778	11680459	3020916
779841	12088162	2535613
783452	11624159	3075116
784193	10763055	3620719
784520	10772855	3477018
787404	12142462	2345512
789069	11961261	2440612
789458	12031161	2574213
792591	11714960	3227316
793698	11092956	2365112
794520	11242157	3467218
795264	11877260	2363012
796138	12106062	2347412
798300	10998057	3152516
803914	12037461	2592114
809045	11307358	2397712
809112	12024661	3265517
815272	12078961	2416913
816659	11841260	3649119
819359	11877460	2508613
822396	11257658	3609418
823603	11188057	3657119
825443	11143057	3308016
825537	12041562	3531618
826984	11877561	3622018
829021	12445263	2496813
833059	12067761	3325417
836604	11312358	3695318
840344	11750960	3454818
843305	12135562	3378917
845028	11380158	3710719
845410	11728160	3403618
847277	12431764	3428217
847343	12107961	3493118
848370	11601160	3332117
852675	11926161	3664318
857056	12085861	3917520
860305	13232868	3472017
864950	12291462	2565513
865711	12005861	3451818
867283	12736564	2535413
877797	11789061	3494017
878470	12864165	3811420
882050	14335773	3458418
882694	12466464	3919320
888210	12889666	2610913
894730	11971761	3562418
895142	12318062	3965421
895614	13848771	3560118
896968	12961366	3679518
897204	12359663	3973120
898078	12975766	3927020
898575	12765365	2673814
899400	13041766	2696614
901707	12377063	3900720
902127	13053866	3669819
902336	12845465	2681814
903193	11882060	3924320
905111	13201568	3984220
909871	12860165	3956820
916635	12238862	3581818
919006	12816465	3741919
922029	13577169	2762214
923986	12088761	3778420
924940	13260467	3979221
927158	12891766	3665818
929124	12463264	3696219
930303	12840566	3752019
934185	12788665	3723519
934277	13320468	4063221
935015	12934866	3754619
939231	12259762	3817320
939996	13307668	3760319
942587	12734465	3766219
944955	12345363	3804820
945619	13086166	3784020
947585	13128167	3818819
948354	13125867	3786419
949453	12984666	3797319
950667	13112767	2844514
954417	13084766	3781420
958808	13266467	3937420
959885	13045366	3912320
960757	12558164	3888019
961604	12685665	4000420
961902	12547064	3869920
963601	13272067	3895320
964027	13264867	3846319
964539	13890970	2855315
971852	14774476	3027815
975291	14260873	4235821
976571	12603464	3878020
982450	13779270	3935920
984259	13752470	4278622
987186	13787471	4046020
989855	13621170	4052720
993557	13825471	4058021
995085	12872665	4017321
995947	13903971	3993621
996248	13641070	3995920
996711	14072172	3999321
