Experimento 2
n-random	VectorInsertion[ns]	ArrayInsertion[ns]
242758	3348317	1050205
244743	2926915	714504
245022	3276017	1094406
245319	3294517	1074405
245904	6542033	1088606
245906	2932915	1054206
247494	3058815	1074006
251303	3267917	1082005
252483	3059815	1074206
253271	3356817	1093706
254313	3525818	1128406
254612	3207917	1214006
254864	2990816	772903
255001	2987015	768304
255676	2986815	1144606
258304	3570218	1165406
258678	3154216	802004
260961	3054216	783304
261832	3049616	807404
262692	4260022	1107306
263790	4537723	1167406
265139	3915220	804604
265458	4660123	761404
266890	4240022	1154806
267772	5042125	821305
268124	4065920	774004
270678	5079126	7408638
271059	4596224	1177906
271572	3950520	1147106
271725	4380922	1183906
272287	4904725	814804
272904	4479323	1206106
275680	4389322	837304
276551	3990020	1182506
278664	4607723	1201206
283250	4706424	819204
284385	4737924	1227207
284584	5124026	811405
284763	4074021	1239306
285176	4905225	832804
285457	4709924	821004
285991	4484023	1213706
287144	4119121	1257706
287756	4822525	880904
288704	4473923	1239007
289123	4969825	861704
289574	4128321	1260106
290218	4080521	1272507
291196	4326322	1288707
292019	4843725	1280407
293032	4174321	1289306
293185	4449423	1339106
295136	4899825	1274307
295569	4755424	1291307
297245	4586723	904405
299383	4591824	901304
299456	5120526	889205
299770	4557623	1290506
300675	4513223	1314206
301999	4272822	1298807
302230	5150226	1368407
303090	4214921	916005
304198	4639223	1319907
305277	4378623	1470707
306210	5068026	1324707
306394	4279222	1340207
306479	4466522	1419608
307741	4654624	944605
308073	4279922	1299607
309394	5075526	1323307
309768	5197527	892704
310189	4670224	1359207
310569	4756024	1310007
311111	4714124	1365607
311316	5233927	1370807
314334	4319022	1400207
314375	4769424	1376207
315394	4363922	1377007
316114	4724724	1389307
317007	5096626	1377807
317402	5138426	1395708
319167	4719624	1403207
319443	5019425	1453608
320050	4794624	1408807
322392	4749124	1422807
323703	4827925	1396307
324013	4842125	1382207
324082	5093626	962205
325270	4431123	1407507
325693	4955225	1454108
326432	4422723	1395307
327376	4803824	1416907
327866	5175026	1439907
327927	5096626	1379507
328165	4984826	1719909
328503	4917925	970205
328813	5305827	1470508
329107	6619634	1459207
329166	4909125	972505
330960	4421322	1072606
331439	5222427	1484808
331925	5243227	1399907
332093	4894725	981705
332425	5465728	1468908
332878	4941525	1415307
333001	4971725	1449008
333481	4970426	1454107
333690	4599723	1620908
335072	5140726	1448408
335800	4509023	1448207
337284	5010826	1579708
337651	5437528	993605
339770	4602323	1443508
342261	5325528	1006405
344217	5386327	1469808
345595	5021426	1577008
346616	5553828	1024505
346699	5170526	1522208
346915	5091026	1539507
347347	5210527	1078905
347758	4644923	1541008
348386	5185126	1471808
352652	5602429	1055805
352749	4591824	1035905
355016	5691829	1652609
355016	4674824	1597108
355645	5631429	1046005
356364	5161827	1548607
356831	5087626	1532708
358153	5479027	1570808
358775	5334028	1053905
364794	5867430	1143506
366905	4819424	1551908
366940	5275227	1546308
367486	4823424	1546408
368414	5237927	1596908
370752	5264727	1095705
370791	5351028	1627808
372039	5240626	1684309
372749	5604928	1644709
373742	5602129	1607108
374075	4967225	1620508
374895	5394727	1656009
374987	5630729	1729608
378252	5336127	1137006
378384	5835830	1680108
378898	4947925	1106906
379538	4844625	1635608
380196	4847025	1667209
381579	4956825	1120806
385487	5765029	1708009
385677	4930325	1649308
385836	4929425	1693408
386349	5942030	1155006
387016	6126631	1141406
387153	5432528	1196606
390325	5063726	1693609
390431	5676329	1695008
391742	5506428	1680808
392483	5609129	1748309
392818	5002826	1669308
392899	5076626	1717809
393867	5003225	1727909
395095	5517328	1692209
396733	5908030	1709809
398184	5019425	1752709
399625	5615429	1726609
400340	5272127	1785209
402355	5617229	1778009
402376	5115426	1841810
402714	6066031	1759109
404984	5945530	1821510
405282	5486527	1750909
407398	5774130	1812809
407941	5151826	1780009
409130	5723330	1767009
409276	5681629	1754609
410617	6022230	1777309
411852	5736329	1827209
413172	6259832	1773909
416840	5367627	1907710
418276	5529728	1955910
418572	6222832	1858809
422243	6098631	1759009
424089	5698329	1864009
424855	5900431	1932409
426166	6193932	1905710
427208	6367833	1886309
427328	5408227	1793909
427339	6558434	1905810
427570	5525928	2104411
427804	6090731	1838409
427874	6010130	1875610
430190	6072531	1920510
430605	6262732	1874209
430663	5841730	1929310
431324	6247332	1866309
432339	5369727	1852710
432469	6190931	1929110
435252	6297332	1864610
435447	5418628	1936110
435538	6490233	1898210
435600	6608534	1874109
437042	6035730	1879210
437576	6139031	1960210
438589	5969331	1892109
438819	6082131	1946810
440027	5527828	1934910
440570	6571634	1975210
440614	5508428	1898510
441019	6353433	1935510
442288	6661134	1282206
443389	6061131	1937109
444572	6795635	1947110
444665	5692429	1940910
444948	6039931	1932110
445160	5432327	2003311
446339	6039431	1977710
449229	6610133	2359312
449792	5525928	2146111
449961	5481428	2006810
453103	6446633	1959110
455189	6308232	1342207
455413	6126931	1984510
455782	6648534	2005910
455845	5535629	1961410
456453	6139331	2001510
456693	5550828	1966210
457672	6353732	1365607
457763	6549733	1956610
458258	6179832	1970910
459334	5875830	1989010
461144	6232232	1993610
465330	6844835	2226511
467060	6320532	2018510
467813	7068536	2022310
468010	6269332	2057910
468793	6476833	2197611
470145	6721534	2050011
470208	6610034	2061610
471905	6435933	2191811
472836	5666629	2061111
473052	6349733	2039710
473755	6273432	2111511
475425	5710429	2098211
476280	7492739	2187711
476316	5713929	2057511
477816	6345932	2086611
478912	6772334	2055011
479486	6540634	2090410
479684	6213231	2140911
481410	5754330	2125811
484502	6508734	2085210
485436	6579234	2108310
487082	6860035	2161611
487224	6510933	2092411
487484	6501834	2165011
488909	5876830	2133110
488943	6928535	2125411
490091	9476148	2132211
490567	6800235	2229611
494177	5847530	2120611
496086	7013035	2176412
497135	6960035	2140511
497574	7672740	2131710
500354	6595534	2253711
500954	6648434	2178811
501615	6676634	2198911
501642	6618434	2197011
502946	6909535	2202411
503448	6058331	2190611
505136	7515738	2387812
505798	6010830	2173411
507300	5949530	2179511
508039	7000536	2188111
508091	7451738	2120410
508224	6791734	2225412
508347	7010836	2195611
508610	5964831	2187311
508793	6729734	2230212
508960	6996336	2170911
510365	7364938	2241211
511019	6689035	1881509
512681	6055231	2226312
513160	6925935	2207011
513240	7168737	2201511
514754	6141631	2219012
515720	7402937	2369512
516146	6888635	2201412
517788	6451133	2056511
517821	6870435	2363212
517991	6442633	2297012
519316	6080231	1950710
519863	9856051	2327211
520966	7326937	2430313
521842	6841935	2275211
523605	6998036	2003710
524626	8970445	1578008
525248	9318448	1581108
525500	8444443	1577108
525610	9402247	1584709
525928	9845151	1633608
528572	8698344	1590208
529029	9555849	1573308
529114	9381748	1527807
530220	9480748	1669509
532137	8491743	1570008
533631	11588959	1583908
534261	9637449	1585208
534378	9015946	1600008
535821	10241952	1604308
535879	9656650	1745608
536082	9580949	1610708
536682	9764250	1587808
536866	8988846	1625208
536895	10150752	1560708
537038	9529749	1595608
539865	8260142	1640708
544575	9877150	1654109
545074	8780845	1612208
546471	9514448	1675309
547326	9224047	1596209
549612	9227247	1611808
550355	9898051	1620708
550901	9078147	1656408
551225	9884450	1613909
552001	10340353	1618408
552263	8957745	1646509
552309	8833745	1808410
553202	10073451	1731709
553769	9226247	1764709
557679	9832050	1625109
558186	9504548	2437913
559303	9765650	1641108
560250	9713550	2483613
561634	9085147	1632408
561718	9786050	1733309
562079	9893450	1616709
564133	9890950	1695609
565563	9238547	1663109
566913	9779550	2489113
568170	9412448	2434712
568772	9280247	2515013
570106	8854745	2573613
571083	8796945	2501013
571169	10084051	1830309
572150	9016646	2458513
573424	10299553	1782209
575412	8607244	2503012
575631	9962351	1846409
577149	10471153	1719609
578605	10142952	1728708
579873	10156851	2615114
583302	9529248	2581814
584569	9325947	2553613
585405	10049851	1773209
585561	9652649	1835510
586052	9847751	2559113
586884	10250652	1729109
588237	9100947	1747809
589234	10069252	1726908
593299	10211452	1761909
593471	10503153	2690714
595566	9971051	1963810
595994	10335453	1741709
597077	9894651	2557613
597400	10769455	1734709
598244	8936646	2621113
599298	9974350	2607114
600614	9385948	2650313
600641	10425153	1787609
601129	10284553	2276711
601810	10142652	1743309
602149	10383353	1781009
602617	10137651	1861810
602913	9679550	1824009
604041	10238352	1756309
605915	9568049	1852609
606364	10002051	1767809
607109	10269452	1763909
609070	9142546	2633414
610929	10379553	1813409
611379	10019851	1796610
611389	10278253	1818009
611804	9263047	2696314
616341	9849050	2646014
621305	10082052	1854809
623952	9781050	2671714
624278	10774654	1823910
624748	10212452	1864110
624849	9706649	2360612
625777	10950856	1854509
625863	9566449	2689414
626991	10623154	1832509
627362	10833856	1884909
630048	9637149	2843715
630093	11498959	1912109
630154	9619849	2388812
630725	10230152	1847410
630829	10188052	2706613
632646	10463353	2007210
632933	9334647	2717714
633293	9964651	2849215
633602	10544354	1873809
634297	10147151	2943115
634355	11381158	1910709
634826	10929356	1929710
635452	9620449	2743514
636192	10233652	1882010
637709	9662849	1860410
638662	10566453	1892510
638823	10105751	1891510
639456	10330253	1908410
640328	9918850	2820015
641644	9822250	1893910
645672	12463864	3716119
645695	11161757	1911210
645839	10669454	1913910
646584	10472754	2448012
647713	9990451	1899109
649794	10176852	2792514
649864	10935956	1979810
651445	10412553	2866215
656832	10874156	1994110
657884	10325152	2867615
658226	10016251	2633014
660363	9877551	2875314
661678	10722155	2536013
665737	9652149	2961215
666221	9719849	1966310
669373	10517453	3205217
670493	10234152	2566313
670526	10643154	1969510
673347	9678550	2978015
676797	10797755	2008910
676990	10354852	2048111
678044	10726054	2924915
679942	10324053	2935815
681075	10010751	2003210
681137	10004451	2943115
681933	10870356	2246811
682258	10424753	3028315
682305	11024256	2022611
685065	10904255	2013911
687421	10873656	2064510
688001	10119851	2651214
689023	10780955	3064616
689372	10534454	2028610
689811	11012956	2026610
690938	10912055	2063411
691005	10889955	2609213
691014	13234268	2068210
691650	9808049	2094411
692487	10751055	2072711
692975	11052456	2765014
693636	11440459	2079210
696456	10405953	2056710
696520	11018956	2070111
701196	10198152	3188116
701405	10542853	3082616
702667	11201257	2077511
702839	11154956	2810014
703622	12738065	2255411
704139	10201252	3042916
705748	11112957	2119511
705916	11355558	2078511
708434	11179157	2129410
710050	10993556	2222911
710378	11086157	2177711
710984	11118356	2126811
711340	10801255	2104311
712008	10048351	2132211
712821	10705155	3053815
713539	10480754	2178011
715183	11407658	3082615
716642	11233857	2125011
716827	11353358	2158711
717714	11060156	2188611
718360	10542054	3110416
718398	10444453	2106811
719233	10542654	3265216
720551	11378258	2168511
721211	11637459	2132711
721808	11137357	2773214
722120	11408958	2143411
723175	11362658	2141211
723563	11670960	2221511
723798	11079456	2766414
724194	10684455	2200211
724336	10383953	2814314
725455	11055556	3217416
730566	10510154	2939814
731762	10340853	3202916
732115	10905956	3253816
733608	11985561	2324512
734637	11274557	2269112
734891	10986656	2150411
735254	11474959	2894815
736092	10488754	2919115
737594	10487153	3239317
738364	11065057	2179611
739221	10659554	2201412
741130	10658354	2867015
741819	10981756	2192311
742408	11893361	2197311
742654	11775360	2893814
744014	10340552	3220617
744753	11007356	2965116
745448	12148262	4868525
747074	11227457	2904415
747139	11628059	2234911
748639	11370758	3047215
750235	11561359	2200211
751111	11225357	2936515
751832	12302063	2387912
751851	12214462	2797414
752078	11354558	3278017
752562	10735955	2963815
753125	10718555	2331811
753223	11236057	2232411
753613	10419653	2234012
753898	11192257	3713019
754104	10952855	3196117
754859	12050761	2383213
755378	11752060	2263412
756264	11643760	2962815
757617	11175957	3263117
761840	10794855	2942815
762295	10499254	3243616
763181	11455558	2230512
763553	11519558	2281712
764219	10849855	2237312
764245	11849861	2738114
765535	10898155	3080416
765886	11441659	2245611
766618	10968256	3432817
767706	11528258	2258912
769767	11971861	3295917
770199	12137862	2943315
770953	10838655	3017616
772284	11731460	2297611
772785	10717155	3378417
773186	11385158	3359517
773425	11515359	2264011
773788	11700159	3353617
774030	11296558	2283911
778089	11289957	3467718
778383	11301658	3413117
779936	11350958	2427112
780152	11825560	2348212
780353	15505079	2516513
786219	10680055	3425917
786573	11462358	3514418
787816	11626259	3118616
788926	11404058	2305312
788987	11148257	2626913
790892	11783560	2359412
791321	11864560	2364612
791560	12701265	2394312
791732	12213963	2353812
791764	12012262	2401112
792729	12046461	2315812
792886	11931961	2377112
794372	11603359	2320512
795183	11376858	3112916
796700	11944561	2324911
796998	11959361	2401613
797861	12830265	2596913
803405	10991156	3107616
805253	11951261	3557118
805625	11824160	3559918
806402	12050961	3133016
806587	13231468	2430712
808818	11218158	2473912
810187	12138562	2436012
811245	12323462	2415813
812690	12011861	2460413
812913	11036056	3526318
814900	11706560	3544518
815680	10977556	5108826
815800	11093057	2372512
817498	11434559	3236316
817922	12352063	2462912
818825	12156362	3253017
818999	12385163	2453912
819475	11767760	3461017
820689	11849460	3309717
822115	11220857	3312617
825274	12146562	3582419
829680	11846461	3246816
830084	11880860	3338917
830368	11443459	3242316
830625	12191162	3531518
833156	12570064	3249116
833619	11274858	3284916
833664	11922061	3723219
835946	11549159	3336617
835995	11973561	3719819
836913	11443858	3845219
837184	12820966	2449312
837342	12022562	3389417
837627	12062762	3614718
837915	11979661	3297117
838196	11584159	3281816
838456	13134367	2482112
840103	12641265	3391817
840613	11337858	3645918
841258	12444364	2454312
841838	12447763	3399018
843043	12311463	2517812
843869	12217862	3454618
843948	11963261	3353217
845287	11411058	3401117
847658	11933161	2645513
848952	11411558	3553918
849749	14210672	2712514
850100	12168362	3739119
850644	11522659	3413317
850686	12375963	2675514
851460	12396363	3704819
851776	12648064	2519613
851844	12742965	2515613
852330	12469863	2524813
852898	13033467	2507812
853045	13421869	2688313
853185	11465659	3767119
854006	12267463	3744819
855383	12398663	3363317
855436	15464479	3456018
856289	12208162	2531013
857450	12282263	3787319
857503	11638660	3412517
860157	12309462	2547813
861589	12844765	2593013
862391	11517359	3446817
862714	11521659	3586718
862960	12598864	3403218
863457	12307663	3437817
864991	12642665	3397717
866179	12830165	2616314
867774	12801165	3844620
868159	12462363	3396917
868964	12869566	3637819
869793	14402773	3876820
870282	12449663	2635114
870351	11685860	3722019
870890	12627764	3932320
872104	12074361	3564218
872378	12950666	3493817
874079	12513563	3487918
875816	12873166	3428217
877269	12543164	3521618
877803	12279462	3495818
879989	12573764	2556413
880230	17845590	3611318
881181	12298663	3790219
881697	13507269	5114726
882202	12832966	3581818
882333	11678959	3811420
882352	13117067	2612713
883053	12060961	3803519
883148	13020967	2588313
883899	13214668	2607413
884244	13405669	2670213
886531	13244367	3536518
886565	13177267	2907615
887349	12887765	3459418
887527	13241467	3643319
888288	12512663	2647614
888511	12657164	3950620
889022	12540564	3851520
893828	12743365	3923520
895202	12523764	2637214
895926	12498564	3907720
897349	11864960	3951220
897780	12481863	3562119
898164	12856366	2642413
898774	12934566	3898019
900713	12915266	3666318
904206	12028561	3577118
908887	11961161	3542718
910178	13274268	2676514
912610	12979366	3720519
913706	12864866	2713613
913841	13205267	2786914
915057	12784265	3711819
915355	12808565	3622519
919300	13135967	3653018
919507	12027561	3955520
923304	13273667	3732019
923465	19922301	3095316
926157	12122762	3983320
926218	12168462	3647319
927448	13023366	2815715
927537	12953566	3747619
928188	13483269	2720714
928303	13380268	2781714
928594	13342768	2753914
930360	12687964	4406623
931810	13371468	3739819
932702	13411069	4085720
934273	13156967	2779814
936148	13034566	3798819
937144	13285168	2847014
938867	13129667	3773019
938877	12988866	2898615
939722	12956266	3731619
939983	13318368	3778119
941509	12869366	4023320
942812	13004966	4178622
942885	12996166	4620324
943363	12991866	4070821
943904	13487669	2804214
945008	12826065	3700419
945753	13192167	3773319
946927	13343768	3740419
948353	13680170	3032815
949367	13049166	3780919
950428	13034166	3806820
951559	14069171	3911520
952226	13203468	4194821
952547	13134167	3835019
952931	13256968	4133821
955625	13143667	4034321
956029	13125767	3803520
956391	13573169	3905520
956641	13205367	3910120
956805	12476264	3912420
956873	23221118	5411728
963454	13105767	3881019
964785	12516764	3806919
965302	13704470	3871720
965579	13593870	3917019
965786	13995472	4183821
967396	13685170	3899220
967707	13174667	3880419
968188	14535574	3861219
968671	13038866	4130321
971406	14003971	4597524
972290	13234567	3874120
972533	12933066	4284222
973959	13664569	3895720
975105	13788370	3922620
976041	13450368	3890120
977559	12608764	3905020
977974	13838071	3933520
978548	12898565	3861620
978556	13552269	3909820
978626	13488169	4615223
981723	13421268	3932120
983048	12829466	4008820
983192	12985967	4007820
983234	13482569	4299621
984085	14040571	3984321
985004	15704080	4084921
985082	13404569	3969120
986216	13496769	3922120
986324	13461568	3903820
987351	13979971	4347322
987374	12917966	4083221
987869	12837065	11621259
988442	13901671	4092821
989767	13647370	4297322
989958	13579169	4098621
990169	13769070	3944020
990374	13361168	3907720
991647	14309473	4142621
991733	14150972	4334722
994173	13849171	5112426
996658	13851171	4038221
998911	13009366	4000120
999778	14241173	3964420
999827	13870370	4087021
